"L1","ARCID","dir","ID","x","y","idx_in_line_seg","ID_nxt","pt_type","loc_ID_tmp","d_nxt","LD2","LD","idx_nxt_tmp","total_population","rptMStateK","uwwLoadEnt","uwwCapacit","uwwPrimary","uwwSeconda","f_STP","is_canal","canal_id","canal_name","canal_idx","canal_upstream_ids","canal_downstream_ids","canal_upstream_count","canal_downstream_count","canal_pt_type","chainage_m","canal_reach_chainage_m","canal_d_nxt_m","Q_design_m3s","Q_model_m3s","Q_source","Q_source_id","Q_reference_short","Q_reference_url","Q_regime","Q_data_period","Q_season","Q_value_origin","Q_derivation_rule","Q_source_note","HL_ID_new","lake_in","lake_out","node_type","LINKNO","UP_CELLS","UPLAND_SKM","X","Y","Q_role","Q_parent_m3s","Q_out_sum_m3s","Q_residual_m3s","display_pt_type","junction_role","slope","T_AIR","Wind","basin_id","Pt_type","Hylak_id","Q","C_w","C_sd","WWTPremoval","dist_nxt","Q_lake_m3s","lake_throughflow_m3s","lake_transport_mode","lake_residence_time_days","pathogen_profile_id","pathogen_profile_set","pathogen_profile_label","pathogen_profile_region","pathogen_profile_country","pathogen_profile_confidence","pathogen_prevalence_rate","pathogen_excretion_rate","f_pathogen_direct","f_pathogen_direct_place","f_pathogen_direct_basis","pathogen_prevalence_source","pathogen_excretion_source","pathogen_wwtp_source","pathogen_reference_url","substance","concentration_units"
2,404386,4,"P_00010",0.22916666666659,6.1791666666665,6,"P_00026","node","0.229167_6.179167",0,38951.4568268134,38951.4568268134,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,0.22916666666659,6.1791666666665,NA,NA,NA,NA,"JNCT","coincident_confluence_node",2.61475467681885,NA,NA,"volta","node",0,1085.21997070312,0,NA,NA,0,NA,NA,NA,NA,"ghana_ssa_rotavirus_screening","ghana_ssa_screening","Ghana/SSA Rotavirus screening profile","Ghana / Sub-Saharan Africa","GH","literature_screening",0.06,1e+12,0,NA,"not_applicable","Kiulia et al. 2015; Ghana seasonality context","Kiulia et al. 2015","Kiulia et al. 2015 / legacy ePiE removals","https://www.mdpi.com/2076-0817/4/2/229","rotavirus","viral particles/L"
3,405194,2,"P_00011",0.0875000000000168,6.15416666666641,1,"P_00012","START","0.0875_6.154167",3914.99465245731,45482.2577756159,45482.2577756159,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,0.0875000000000168,6.15416666666641,NA,NA,NA,NA,"START",NA,0,NA,NA,"volta","START",0,1085.21997070312,0,NA,NA,3914.99465245731,NA,NA,NA,NA,"ghana_ssa_rotavirus_screening","ghana_ssa_screening","Ghana/SSA Rotavirus screening profile","Ghana / Sub-Saharan Africa","GH","literature_screening",0.06,1e+12,0,NA,"not_applicable","Kiulia et al. 2015; Ghana seasonality context","Kiulia et al. 2015","Kiulia et al. 2015 / legacy ePiE removals","https://www.mdpi.com/2076-0817/4/2/229","rotavirus","viral particles/L"
3,405194,1,"P_00012",0.112499999999923,6.12916666666651,2,"P_00013","node","0.1125_6.129167",923.188984674636,41567.2631231586,41567.2631231586,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,0.112499999999923,6.12916666666651,NA,NA,NA,NA,"node",NA,0,NA,NA,"volta","node",0,1085.21997070312,0,NA,NA,923.188984674636,NA,NA,NA,NA,"ghana_ssa_rotavirus_screening","ghana_ssa_screening","Ghana/SSA Rotavirus screening profile","Ghana / Sub-Saharan Africa","GH","literature_screening",0.06,1e+12,0,NA,"not_applicable","Kiulia et al. 2015; Ghana seasonality context","Kiulia et al. 2015","Kiulia et al. 2015 / legacy ePiE removals","https://www.mdpi.com/2076-0817/4/2/229","rotavirus","viral particles/L"
3,405194,2,"P_00013",0.120833333333259,6.12916666666651,3,"P_00021","node","0.120833_6.129167",0,40644.0741384839,40644.0741384839,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,0.120833333333259,6.12916666666651,NA,NA,NA,NA,"JNCT","coincident_confluence_node",0,NA,NA,"volta","node",0,1085.21997070312,0,NA,NA,0,NA,NA,NA,NA,"ghana_ssa_rotavirus_screening","ghana_ssa_screening","Ghana/SSA Rotavirus screening profile","Ghana / Sub-Saharan Africa","GH","literature_screening",0.06,1e+12,0,NA,"not_applicable","Kiulia et al. 2015; Ghana seasonality context","Kiulia et al. 2015","Kiulia et al. 2015 / legacy ePiE removals","https://www.mdpi.com/2076-0817/4/2/229","rotavirus","viral particles/L"
4,405195,1,"P_00014",0.133333333333258,6.18333333333317,1,"Source00002","START","0.133333_6.183333",1442.25238213494,0,0,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,0.133333333333258,6.18333333333317,NA,NA,NA,NA,"START",NA,1.34830093383789,NA,NA,"volta","START",0,1085.21997070312,0,NA,NA,1442.25238213494,NA,NA,NA,NA,"ghana_ssa_rotavirus_screening","ghana_ssa_screening","Ghana/SSA Rotavirus screening profile","Ghana / Sub-Saharan Africa","GH","literature_screening",0.06,1e+12,0,NA,"not_applicable","Kiulia et al. 2015; Ghana seasonality context","Kiulia et al. 2015","Kiulia et al. 2015 / legacy ePiE removals","https://www.mdpi.com/2076-0817/4/2/229","rotavirus","viral particles/L"
4,405195,0,"Source00002",0.142543807659211,6.17412297129154,2,"P_00015","agglomeration",NA,515.113291257638,1444.1708762647,1444.1708762647,NA,26.2485469207168,"GH",NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,"agglomeration",NA,NA,NA,0.142543807659211,6.17412297129154,NA,NA,NA,NA,"agglomeration",NA,2.19299006462097,NA,NA,"volta","agglomeration",0,1085.21997070312,0.0460184654836052,NA,NA,515.113291257638,NA,NA,NA,NA,"ghana_ssa_rotavirus_screening","ghana_ssa_screening","Ghana/SSA Rotavirus screening profile","Ghana / Sub-Saharan Africa","GH","literature_screening",0.06,1e+12,1,NA,"default","Kiulia et al. 2015; Ghana seasonality context","Kiulia et al. 2015","Kiulia et al. 2015 / legacy ePiE removals","https://www.mdpi.com/2076-0817/4/2/229","rotavirus","viral particles/L"
4,405195,4,"P_00015",0.145833333333259,6.17083333333317,3,"Source00003","node","0.145833_6.170833",1565.30799030828,1959.97229549327,1959.97229549327,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,0.145833333333259,6.17083333333317,NA,NA,NA,NA,"node",NA,1.38737535476685,NA,NA,"volta","node",0,1085.21997070312,0.0460125958138345,NA,NA,1565.30799030828,NA,NA,NA,NA,"ghana_ssa_rotavirus_screening","ghana_ssa_screening","Ghana/SSA Rotavirus screening profile","Ghana / Sub-Saharan Africa","GH","literature_screening",0.06,1e+12,0,NA,"not_applicable","Kiulia et al. 2015; Ghana seasonality context","Kiulia et al. 2015","Kiulia et al. 2015 / legacy ePiE removals","https://www.mdpi.com/2076-0817/4/2/229","rotavirus","viral particles/L"
4,405195,0,"Source00003",0.145833348760383,6.1566906190044,4,"P_00016","agglomeration",NA,279.349606656687,3532.57284620688,3532.57284620688,NA,7.18547085253522,"GH",NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,"agglomeration",NA,NA,NA,0.145833348760383,6.1566906190044,NA,NA,NA,NA,"agglomeration",NA,2.55281853675842,NA,NA,"volta","agglomeration",0,1085.21997070312,0.058595451403463,NA,NA,279.349606656687,NA,NA,NA,NA,"ghana_ssa_rotavirus_screening","ghana_ssa_screening","Ghana/SSA Rotavirus screening profile","Ghana / Sub-Saharan Africa","GH","literature_screening",0.06,1e+12,1,NA,"default","Kiulia et al. 2015; Ghana seasonality context","Kiulia et al. 2015","Kiulia et al. 2015 / legacy ePiE removals","https://www.mdpi.com/2076-0817/4/2/229","rotavirus","viral particles/L"
4,405195,8,"P_00016",0.145833333333258,6.15416666666651,5,"P_00017","node","0.145833_6.154167",1304.94070949339,3813.22398179068,3813.22398179068,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,0.145833333333258,6.15416666666651,NA,NA,NA,NA,"node",NA,1.17910623550415,NA,NA,"volta","node",0,1085.21997070312,0.0585911671931495,NA,NA,1304.94070949339,NA,NA,NA,NA,"ghana_ssa_rotavirus_screening","ghana_ssa_screening","Ghana/SSA Rotavirus screening profile","Ghana / Sub-Saharan Africa","GH","literature_screening",0.06,1e+12,0,NA,"not_applicable","Kiulia et al. 2015; Ghana seasonality context","Kiulia et al. 2015","Kiulia et al. 2015 / legacy ePiE removals","https://www.mdpi.com/2076-0817/4/2/229","rotavirus","viral particles/L"
4,405195,16,"P_00017",0.137499999999925,6.14583333333318,6,"Source00004","node","0.1375_6.145833",756.432282345549,5119.90533659999,5119.90533659999,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,0.137499999999925,6.14583333333318,NA,NA,NA,NA,"node",NA,0.981118381023407,NA,NA,"volta","node",0,1085.21997070312,0.0585706696000403,NA,NA,756.432282345549,NA,NA,NA,NA,"ghana_ssa_rotavirus_screening","ghana_ssa_screening","Ghana/SSA Rotavirus screening profile","Ghana / Sub-Saharan Africa","GH","literature_screening",0.06,1e+12,0,NA,"not_applicable","Kiulia et al. 2015; Ghana seasonality context","Kiulia et al. 2015","Kiulia et al. 2015 / legacy ePiE removals","https://www.mdpi.com/2076-0817/4/2/229","rotavirus","viral particles/L"
