"ID","ID_nxt","x","y","is_canal","Q","V","H","slope","Q_design_m3s","Q_model_m3s","Q_role","Q_parent_m3s","Q_out_sum_m3s","Q_residual_m3s","Q_source_id","Q_reference_short","Q_reference_url","Q_regime","Q_data_period","Q_season","Q_value_origin","Q_derivation_rule","Q_source_note","Q_lake_m3s","lake_throughflow_m3s","lake_transport_mode","lake_residence_time_days","C_w","C_sd","concentration_units"
"P_00054","P_00055",0.40416666666659,6.07916666666651,FALSE,1085.21997070312,4.17604703280023,0.904613539671963,2.31148958206177,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.245555784144034,NA,"viral particles/L"
"P_00055","Source00027",0.40416666666659,6.07916666666651,FALSE,1085.21997070312,3.83820586499433,0.984238162583183,1.74529790878296,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.7129084742776,NA,"viral particles/L"
"P_00056","P_00204",0.408703984453172,6.07916668249471,FALSE,1085.21997070312,3.22891228258904,1.16996324382926,0.981118381023407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.7165376013637,NA,"viral particles/L"
"P_00057","Source00028",0.270833333333258,6.09583333333318,FALSE,1085.21997070312,5.34768558439631,0.706419371251138,5.25904893875122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.68915522606084,NA,"viral particles/L"
"P_00058","Source00029",0.287499999999924,6.07916666666651,FALSE,1085.21997070312,5.21889657975521,0.723851992551883,4.85064363479614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.01596998150334,NA,"viral particles/L"
"P_00059","P_00066",0.287499999999924,6.07083333333318,FALSE,1085.21997070312,3.76366410506858,1.00373162501152,1.63491308689117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.05763831358832,NA,"viral particles/L"
"P_00060","Source00030",0.120833333333259,6.06249999999984,FALSE,1085.21997070312,5.11391462132599,0.738711724365569,4.53433179855347,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,"viral particles/L"
"P_00061","P_00062",0.129166666666591,6.07083333333318,FALSE,1085.21997070312,2.8590968469711,1.32129441231768,0.654114425182343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00909659355922408,NA,"viral particles/L"
"P_00062","P_00063",0.137499999999925,6.07083333333318,FALSE,1085.21997070312,3.22891228258904,1.16996324382926,0.981118381023407,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00909438590230146,NA,"viral particles/L"
"P_00063","Source00031",0.15416666666659,6.08749999999984,FALSE,1085.21997070312,3.4120183904965,1.10717711800736,1.17910623550415,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00908840377753027,NA,"viral particles/L"
"P_00064","Source00033",0.170833333333257,6.08749999999984,FALSE,1085.21997070312,4.20068742929719,0.899307256672049,2.35721468925476,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0161142309081056,NA,"viral particles/L"
"P_00065","P_00035",0.17916666666659,6.09583333333318,FALSE,1085.21997070312,4.0535677444368,0.931946602684172,2.09334683418274,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0291654469431982,NA,"viral particles/L"
"P_00066","Source00034",0.287499999999924,6.07083333333318,FALSE,1085.21997070312,3.76366410506858,1.00373162501152,1.63491308689117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.33843966109355,NA,"viral particles/L"
"P_00067","Source00035",0.295833333333256,6.06249999999984,FALSE,1085.21997070312,3.76366410506858,1.00373162501152,1.63491308689117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.37906498082944,NA,"viral particles/L"
"P_00068","P_00080",0.312499999999922,6.06249999999984,FALSE,1085.21997070312,4.55332200629515,0.829659901705873,3.08260774612427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.76265689620853,NA,"viral particles/L"
