"ID","Pt_type","ID_nxt","Hylak_id","x","y","Q","C_w","C_sd","WWTPremoval","is_canal","Q_model_m3s","Q_source_id","Q_reference_short","Q_reference_url","Q_regime","Q_data_period","Q_value_origin","Q_derivation_rule","dist_nxt","Q_lake_m3s","lake_throughflow_m3s","lake_transport_mode","lake_residence_time_days","pathogen_profile_id","pathogen_profile_set","pathogen_profile_label","pathogen_profile_region","pathogen_profile_country","pathogen_profile_confidence","pathogen_prevalence_rate","pathogen_excretion_rate","f_pathogen_direct","pathogen_prevalence_source","pathogen_excretion_source","pathogen_wwtp_source","pathogen_reference_url","substance","concentration_units","basin_id"
"Source00010","agglomeration","P_00032",0,0.204166673953281,6.11628090200018,1085.21997070312,0.000103932145760573,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,418.446597016682,NA,NA,NA,NA,"ghana_ssa_giardia_screening","ghana_ssa_screening","Ghana/SSA Giardia screening profile","Ghana / Sub-Saharan Africa","GH","screening_requires_calibration",0.07,1e+09,1,"University of Ghana scoping review; screening assumption","Legacy ePiE screening value; literature review required","Legacy ePiE screening WWTP removals","https://pure.ug.edu.gh/en/publications/human-giardiasis-in-ghana-a-scoping-review-of-studies-from-2004-t/","giardia","cysts/L","volta"
"P_00032","node","Source00011",0,0.204166666666592,6.11249999999984,1085.21997070312,0.00010387427557665,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,784.31348607171,NA,NA,NA,NA,"ghana_ssa_giardia_screening","ghana_ssa_screening","Ghana/SSA Giardia screening profile","Ghana / Sub-Saharan Africa","GH","screening_requires_calibration",0.07,1e+09,0,"University of Ghana scoping review; screening assumption","Legacy ePiE screening value; literature review required","Legacy ePiE screening WWTP removals","https://pure.ug.edu.gh/en/publications/human-giardiasis-in-ghana-a-scoping-review-of-studies-from-2004-t/","giardia","cysts/L","volta"
"Source00011","agglomeration","P_00033",0,0.209175407369626,6.10749132014182,1085.21997070312,0.000608960611946527,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,520.602559640033,NA,NA,NA,NA,"ghana_ssa_giardia_screening","ghana_ssa_screening","Ghana/SSA Giardia screening profile","Ghana / Sub-Saharan Africa","GH","screening_requires_calibration",0.07,1e+09,1,"University of Ghana scoping review; screening assumption","Legacy ePiE screening value; literature review required","Legacy ePiE screening WWTP removals","https://pure.ug.edu.gh/en/publications/human-giardiasis-in-ghana-a-scoping-review-of-studies-from-2004-t/","giardia","cysts/L","volta"
"P_00033","node","Source00012",0,0.212499999999924,6.10416666666651,1085.21997070312,0.000608538788313507,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,133.013381437225,NA,NA,NA,NA,"ghana_ssa_giardia_screening","ghana_ssa_screening","Ghana/SSA Giardia screening profile","Ghana / Sub-Saharan Africa","GH","screening_requires_calibration",0.07,1e+09,0,"University of Ghana scoping review; screening assumption","Legacy ePiE screening value; literature review required","Legacy ePiE screening WWTP removals","https://pure.ug.edu.gh/en/publications/human-giardiasis-in-ghana-a-scoping-review-of-studies-from-2004-t/","giardia","cysts/L","volta"
"Source00012","agglomeration","P_00034",0,0.213700713179549,6.10416667464034,1085.21997070312,0.000608959896472754,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,790.139228641861,NA,NA,NA,NA,"ghana_ssa_giardia_screening","ghana_ssa_screening","Ghana/SSA Giardia screening profile","Ghana / Sub-Saharan Africa","GH","screening_requires_calibration",0.07,1e+09,1,"University of Ghana scoping review; screening assumption","Legacy ePiE screening value; literature review required","Legacy ePiE screening WWTP removals","https://pure.ug.edu.gh/en/publications/human-giardiasis-in-ghana-a-scoping-review-of-studies-from-2004-t/","giardia","cysts/L","volta"
"P_00034","node","P_00041",0,0.220833333333257,6.10416666666651,1085.21997070312,0.000608319793520575,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"ghana_ssa_giardia_screening","ghana_ssa_screening","Ghana/SSA Giardia screening profile","Ghana / Sub-Saharan Africa","GH","screening_requires_calibration",0.07,1e+09,0,"University of Ghana scoping review; screening assumption","Legacy ePiE screening value; literature review required","Legacy ePiE screening WWTP removals","https://pure.ug.edu.gh/en/publications/human-giardiasis-in-ghana-a-scoping-review-of-studies-from-2004-t/","giardia","cysts/L","volta"
"P_00035","JNCT","Source00013",0,0.17916666666659,6.09583333333318,1085.21997070312,7.54705858119062e-05,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,545.867772630772,NA,NA,NA,NA,"ghana_ssa_giardia_screening","ghana_ssa_screening","Ghana/SSA Giardia screening profile","Ghana / Sub-Saharan Africa","GH","screening_requires_calibration",0.07,1e+09,0,"University of Ghana scoping review; screening assumption","Legacy ePiE screening value; literature review required","Legacy ePiE screening WWTP removals","https://pure.ug.edu.gh/en/publications/human-giardiasis-in-ghana-a-scoping-review-of-studies-from-2004-t/","giardia","cysts/L","volta"
"Source00013","agglomeration","P_00036",0,0.179166673831845,6.10076545534124,1085.21997070312,0.000216647989963218,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,376.432679237057,NA,NA,NA,NA,"ghana_ssa_giardia_screening","ghana_ssa_screening","Ghana/SSA Giardia screening profile","Ghana / Sub-Saharan Africa","GH","screening_requires_calibration",0.07,1e+09,1,"University of Ghana scoping review; screening assumption","Legacy ePiE screening value; literature review required","Legacy ePiE screening WWTP removals","https://pure.ug.edu.gh/en/publications/human-giardiasis-in-ghana-a-scoping-review-of-studies-from-2004-t/","giardia","cysts/L","volta"
"P_00036","node","P_00037",0,0.179166666666589,6.10416666666651,1085.21997070312,0.000216539467647225,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"ghana_ssa_giardia_screening","ghana_ssa_screening","Ghana/SSA Giardia screening profile","Ghana / Sub-Saharan Africa","GH","screening_requires_calibration",0.07,1e+09,0,"University of Ghana scoping review; screening assumption","Legacy ePiE screening value; literature review required","Legacy ePiE screening WWTP removals","https://pure.ug.edu.gh/en/publications/human-giardiasis-in-ghana-a-scoping-review-of-studies-from-2004-t/","giardia","cysts/L","volta"
"P_00037","JNCT","Source00014",0,0.179166666666589,6.10416666666651,1085.21997070312,0.00294531861522419,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,616.265212619406,NA,NA,NA,NA,"ghana_ssa_giardia_screening","ghana_ssa_screening","Ghana/SSA Giardia screening profile","Ghana / Sub-Saharan Africa","GH","screening_requires_calibration",0.07,1e+09,0,"University of Ghana scoping review; screening assumption","Legacy ePiE screening value; literature review required","Legacy ePiE screening WWTP removals","https://pure.ug.edu.gh/en/publications/human-giardiasis-in-ghana-a-scoping-review-of-studies-from-2004-t/","giardia","cysts/L","volta"
"Source00014","agglomeration","P_00038",0,0.183102120628066,6.10023127601684,1085.21997070312,0.00319818857810554,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,688.688528741286,NA,NA,NA,NA,"ghana_ssa_giardia_screening","ghana_ssa_screening","Ghana/SSA Giardia screening profile","Ghana / Sub-Saharan Africa","GH","screening_requires_calibration",0.07,1e+09,1,"University of Ghana scoping review; screening assumption","Legacy ePiE screening value; literature review required","Legacy ePiE screening WWTP removals","https://pure.ug.edu.gh/en/publications/human-giardiasis-in-ghana-a-scoping-review-of-studies-from-2004-t/","giardia","cysts/L","volta"
"P_00038","node","Source00015",0,0.187499999999926,6.09583333333318,1085.21997070312,0.00319525826688748,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,732.686053429541,NA,NA,NA,NA,"ghana_ssa_giardia_screening","ghana_ssa_screening","Ghana/SSA Giardia screening profile","Ghana / Sub-Saharan Africa","GH","screening_requires_calibration",0.07,1e+09,0,"University of Ghana scoping review; screening assumption","Legacy ePiE screening value; literature review required","Legacy ePiE screening WWTP removals","https://pure.ug.edu.gh/en/publications/human-giardiasis-in-ghana-a-scoping-review-of-studies-from-2004-t/","giardia","cysts/L","volta"
"Source00015","agglomeration","P_00039",0,0.194113737083985,6.09583344640322,1085.21997070312,0.00371469716654136,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,2036.85375982775,NA,NA,NA,NA,"ghana_ssa_giardia_screening","ghana_ssa_screening","Ghana/SSA Giardia screening profile","Ghana / Sub-Saharan Africa","GH","screening_requires_calibration",0.07,1e+09,1,"University of Ghana scoping review; screening assumption","Legacy ePiE screening value; literature review required","Legacy ePiE screening WWTP removals","https://pure.ug.edu.gh/en/publications/human-giardiasis-in-ghana-a-scoping-review-of-studies-from-2004-t/","giardia","cysts/L","volta"
"P_00039","node","Source00016",0,0.212499999999924,6.09583333333318,1085.21997070312,0.00370463988624091,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,273.75725086786,NA,NA,NA,NA,"ghana_ssa_giardia_screening","ghana_ssa_screening","Ghana/SSA Giardia screening profile","Ghana / Sub-Saharan Africa","GH","screening_requires_calibration",0.07,1e+09,0,"University of Ghana scoping review; screening assumption","Legacy ePiE screening value; literature review required","Legacy ePiE screening WWTP removals","https://pure.ug.edu.gh/en/publications/human-giardiasis-in-ghana-a-scoping-review-of-studies-from-2004-t/","giardia","cysts/L","volta"
"Source00016","agglomeration","P_00040",0,0.214248220681738,6.09758157657577,1085.21997070312,0.0037089958912604,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,1031.15953556007,NA,NA,NA,NA,"ghana_ssa_giardia_screening","ghana_ssa_screening","Ghana/SSA Giardia screening profile","Ghana / Sub-Saharan Africa","GH","screening_requires_calibration",0.07,1e+09,1,"University of Ghana scoping review; screening assumption","Legacy ePiE screening value; literature review required","Legacy ePiE screening WWTP removals","https://pure.ug.edu.gh/en/publications/human-giardiasis-in-ghana-a-scoping-review-of-studies-from-2004-t/","giardia","cysts/L","volta"
"P_00040","node","P_00041",0,0.220833333333257,6.10416666666651,1085.21997070312,0.00370390879354085,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"ghana_ssa_giardia_screening","ghana_ssa_screening","Ghana/SSA Giardia screening profile","Ghana / Sub-Saharan Africa","GH","screening_requires_calibration",0.07,1e+09,0,"University of Ghana scoping review; screening assumption","Legacy ePiE screening value; literature review required","Legacy ePiE screening WWTP removals","https://pure.ug.edu.gh/en/publications/human-giardiasis-in-ghana-a-scoping-review-of-studies-from-2004-t/","giardia","cysts/L","volta"
"P_00041","JNCT","Source00017",0,0.220833333333257,6.10416666666651,1085.21997070312,0.00431222858706142,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,2207.43352093187,NA,NA,NA,NA,"ghana_ssa_giardia_screening","ghana_ssa_screening","Ghana/SSA Giardia screening profile","Ghana / Sub-Saharan Africa","GH","screening_requires_calibration",0.07,1e+09,0,"University of Ghana scoping review; screening assumption","Legacy ePiE screening value; literature review required","Legacy ePiE screening WWTP removals","https://pure.ug.edu.gh/en/publications/human-giardiasis-in-ghana-a-scoping-review-of-studies-from-2004-t/","giardia","cysts/L","volta"
"Source00017","agglomeration","P_00042",0,0.24076015585436,6.10416691538963,1085.21997070312,0.00444345536746275,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,1485.11224448833,NA,NA,NA,NA,"ghana_ssa_giardia_screening","ghana_ssa_screening","Ghana/SSA Giardia screening profile","Ghana / Sub-Saharan Africa","GH","screening_requires_calibration",0.07,1e+09,1,"University of Ghana scoping review; screening assumption","Legacy ePiE screening value; literature review required","Legacy ePiE screening WWTP removals","https://pure.ug.edu.gh/en/publications/human-giardiasis-in-ghana-a-scoping-review-of-studies-from-2004-t/","giardia","cysts/L","volta"
"P_00042","node","Source00018",0,0.254166666666592,6.10416666666651,1085.21997070312,0.00443468057611686,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,801.953671784267,NA,NA,NA,NA,"ghana_ssa_giardia_screening","ghana_ssa_screening","Ghana/SSA Giardia screening profile","Ghana / Sub-Saharan Africa","GH","screening_requires_calibration",0.07,1e+09,0,"University of Ghana scoping review; screening assumption","Legacy ePiE screening value; literature review required","Legacy ePiE screening WWTP removals","https://pure.ug.edu.gh/en/publications/human-giardiasis-in-ghana-a-scoping-review-of-studies-from-2004-t/","giardia","cysts/L","volta"
"Source00018","agglomeration","P_00043",0,0.259288235016354,6.09904515810541,1085.21997070312,0.00495038139029922,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,502.917541822493,NA,NA,NA,NA,"ghana_ssa_giardia_screening","ghana_ssa_screening","Ghana/SSA Giardia screening profile","Ghana / Sub-Saharan Africa","GH","screening_requires_calibration",0.07,1e+09,1,"University of Ghana scoping review; screening assumption","Legacy ePiE screening value; literature review required","Legacy ePiE screening WWTP removals","https://pure.ug.edu.gh/en/publications/human-giardiasis-in-ghana-a-scoping-review-of-studies-from-2004-t/","giardia","cysts/L","volta"
"P_00043","node","Source00019",0,0.262499999999925,6.09583333333318,1085.21997070312,0.00494706873719134,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,154.687721879178,NA,NA,NA,NA,"ghana_ssa_giardia_screening","ghana_ssa_screening","Ghana/SSA Giardia screening profile","Ghana / Sub-Saharan Africa","GH","screening_requires_calibration",0.07,1e+09,0,"University of Ghana scoping review; screening assumption","Legacy ePiE screening value; literature review required","Legacy ePiE screening WWTP removals","https://pure.ug.edu.gh/en/publications/human-giardiasis-in-ghana-a-scoping-review-of-studies-from-2004-t/","giardia","cysts/L","volta"
"Source00019","agglomeration","P_00044",0,0.263896404687174,6.09583334233926,1085.21997070312,0.00522860054318512,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,768.440545636049,NA,NA,NA,NA,"ghana_ssa_giardia_screening","ghana_ssa_screening","Ghana/SSA Giardia screening profile","Ghana / Sub-Saharan Africa","GH","screening_requires_calibration",0.07,1e+09,1,"University of Ghana scoping review; screening assumption","Legacy ePiE screening value; literature review required","Legacy ePiE screening WWTP removals","https://pure.ug.edu.gh/en/publications/human-giardiasis-in-ghana-a-scoping-review-of-studies-from-2004-t/","giardia","cysts/L","volta"
"P_00044","node","P_00057",0,0.270833333333258,6.09583333333318,1085.21997070312,0.0052232553978384,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"ghana_ssa_giardia_screening","ghana_ssa_screening","Ghana/SSA Giardia screening profile","Ghana / Sub-Saharan Africa","GH","screening_requires_calibration",0.07,1e+09,0,"University of Ghana scoping review; screening assumption","Legacy ePiE screening value; literature review required","Legacy ePiE screening WWTP removals","https://pure.ug.edu.gh/en/publications/human-giardiasis-in-ghana-a-scoping-review-of-studies-from-2004-t/","giardia","cysts/L","volta"
"P_00045","START","P_00046",0,0.295833333333256,6.24166666666651,1085.21997070312,0,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,1383.32162354458,NA,NA,NA,NA,"ghana_ssa_giardia_screening","ghana_ssa_screening","Ghana/SSA Giardia screening profile","Ghana / Sub-Saharan Africa","GH","screening_requires_calibration",0.07,1e+09,0,"University of Ghana scoping review; screening assumption","Legacy ePiE screening value; literature review required","Legacy ePiE screening WWTP removals","https://pure.ug.edu.gh/en/publications/human-giardiasis-in-ghana-a-scoping-review-of-studies-from-2004-t/","giardia","cysts/L","volta"
"P_00046","node","Source00020",0,0.295833333333256,6.22916666666651,1085.21997070312,0,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"ghana_ssa_giardia_screening","ghana_ssa_screening","Ghana/SSA Giardia screening profile","Ghana / Sub-Saharan Africa","GH","screening_requires_calibration",0.07,1e+09,0,"University of Ghana scoping review; screening assumption","Legacy ePiE screening value; literature review required","Legacy ePiE screening WWTP removals","https://pure.ug.edu.gh/en/publications/human-giardiasis-in-ghana-a-scoping-review-of-studies-from-2004-t/","giardia","cysts/L","volta"
"Source00020","agglomeration","Source00021",0,0.295833333333257,6.22916666666651,1085.21997070312,3.35413790721515e-07,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,16.7947053221978,NA,NA,NA,NA,"ghana_ssa_giardia_screening","ghana_ssa_screening","Ghana/SSA Giardia screening profile","Ghana / Sub-Saharan Africa","GH","screening_requires_calibration",0.07,1e+09,1,"University of Ghana scoping review; screening assumption","Legacy ePiE screening value; literature review required","Legacy ePiE screening WWTP removals","https://pure.ug.edu.gh/en/publications/human-giardiasis-in-ghana-a-scoping-review-of-studies-from-2004-t/","giardia","cysts/L","volta"
"Source00021","agglomeration","P_00047",0,0.29572605986898,6.22905939500375,1085.21997070312,1.26606797918824e-06,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,1287.8901201165,NA,NA,NA,NA,"ghana_ssa_giardia_screening","ghana_ssa_screening","Ghana/SSA Giardia screening profile","Ghana / Sub-Saharan Africa","GH","screening_requires_calibration",0.07,1e+09,1,"University of Ghana scoping review; screening assumption","Legacy ePiE screening value; literature review required","Legacy ePiE screening WWTP removals","https://pure.ug.edu.gh/en/publications/human-giardiasis-in-ghana-a-scoping-review-of-studies-from-2004-t/","giardia","cysts/L","volta"
"P_00047","node","Source00022",0,0.287499999999924,6.22083333333317,1085.21997070312,1.26389952865737e-06,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,3728.09134467855,NA,NA,NA,NA,"ghana_ssa_giardia_screening","ghana_ssa_screening","Ghana/SSA Giardia screening profile","Ghana / Sub-Saharan Africa","GH","screening_requires_calibration",0.07,1e+09,0,"University of Ghana scoping review; screening assumption","Legacy ePiE screening value; literature review required","Legacy ePiE screening WWTP removals","https://pure.ug.edu.gh/en/publications/human-giardiasis-in-ghana-a-scoping-review-of-studies-from-2004-t/","giardia","cysts/L","volta"
"Source00022","agglomeration","P_00048",0,0.287500340988353,6.18714567090136,1085.21997070312,7.40215859690526e-06,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,2727.44430584545,NA,NA,NA,NA,"ghana_ssa_giardia_screening","ghana_ssa_screening","Ghana/SSA Giardia screening profile","Ghana / Sub-Saharan Africa","GH","screening_requires_calibration",0.07,1e+09,1,"University of Ghana scoping review; screening assumption","Legacy ePiE screening value; literature review required","Legacy ePiE screening WWTP removals","https://pure.ug.edu.gh/en/publications/human-giardiasis-in-ghana-a-scoping-review-of-studies-from-2004-t/","giardia","cysts/L","volta"
"P_00048","node","Source00023",0,0.287499999999924,6.16249999999984,1085.21997070312,7.37533530517009e-06,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,811.248486687506,NA,NA,NA,NA,"ghana_ssa_giardia_screening","ghana_ssa_screening","Ghana/SSA Giardia screening profile","Ghana / Sub-Saharan Africa","GH","screening_requires_calibration",0.07,1e+09,0,"University of Ghana scoping review; screening assumption","Legacy ePiE screening value; literature review required","Legacy ePiE screening WWTP removals","https://pure.ug.edu.gh/en/publications/human-giardiasis-in-ghana-a-scoping-review-of-studies-from-2004-t/","giardia","cysts/L","volta"
"Source00023","agglomeration","P_00049",0,0.282318687315784,6.15731872009332,1085.21997070312,8.39681492098862e-06,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,493.525888982708,NA,NA,NA,NA,"ghana_ssa_giardia_screening","ghana_ssa_screening","Ghana/SSA Giardia screening profile","Ghana / Sub-Saharan Africa","GH","screening_requires_calibration",0.07,1e+09,1,"University of Ghana scoping review; screening assumption","Legacy ePiE screening value; literature review required","Legacy ePiE screening WWTP removals","https://pure.ug.edu.gh/en/publications/human-giardiasis-in-ghana-a-scoping-review-of-studies-from-2004-t/","giardia","cysts/L","volta"
"P_00049","node","Source00024",0,0.27916666666659,6.15416666666651,1085.21997070312,8.39130090842932e-06,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"ghana_ssa_giardia_screening","ghana_ssa_screening","Ghana/SSA Giardia screening profile","Ghana / Sub-Saharan Africa","GH","screening_requires_calibration",0.07,1e+09,0,"University of Ghana scoping review; screening assumption","Legacy ePiE screening value; literature review required","Legacy ePiE screening WWTP removals","https://pure.ug.edu.gh/en/publications/human-giardiasis-in-ghana-a-scoping-review-of-studies-from-2004-t/","giardia","cysts/L","volta"
"Source00024","agglomeration","P_00050",0,0.279166666666589,6.15416666666651,1085.21997070312,9.73414839072733e-06,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,4611.11963697162,NA,NA,NA,NA,"ghana_ssa_giardia_screening","ghana_ssa_screening","Ghana/SSA Giardia screening profile","Ghana / Sub-Saharan Africa","GH","screening_requires_calibration",0.07,1e+09,1,"University of Ghana scoping review; screening assumption","Legacy ePiE screening value; literature review required","Legacy ePiE screening WWTP removals","https://pure.ug.edu.gh/en/publications/human-giardiasis-in-ghana-a-scoping-review-of-studies-from-2004-t/","giardia","cysts/L","volta"
"P_00050","node","P_00051",0,0.27916666666659,6.11249999999984,1085.21997070312,9.67458791516505e-06,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,1304.84324267253,NA,NA,NA,NA,"ghana_ssa_giardia_screening","ghana_ssa_screening","Ghana/SSA Giardia screening profile","Ghana / Sub-Saharan Africa","GH","screening_requires_calibration",0.07,1e+09,0,"University of Ghana scoping review; screening assumption","Legacy ePiE screening value; literature review required","Legacy ePiE screening WWTP removals","https://pure.ug.edu.gh/en/publications/human-giardiasis-in-ghana-a-scoping-review-of-studies-from-2004-t/","giardia","cysts/L","volta"
"P_00051","node","Source00025",0,0.270833333333258,6.10416666666651,1085.21997070312,9.65779989043522e-06,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,703.223628907177,NA,NA,NA,NA,"ghana_ssa_giardia_screening","ghana_ssa_screening","Ghana/SSA Giardia screening profile","Ghana / Sub-Saharan Africa","GH","screening_requires_calibration",0.07,1e+09,0,"University of Ghana scoping review; screening assumption","Legacy ePiE screening value; literature review required","Legacy ePiE screening WWTP removals","https://pure.ug.edu.gh/en/publications/human-giardiasis-in-ghana-a-scoping-review-of-studies-from-2004-t/","giardia","cysts/L","volta"
"Source00025","agglomeration","P_00052",0,0.270833338529646,6.09781228504938,1085.21997070312,0.000220291173161672,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,219.005640679478,NA,NA,NA,NA,"ghana_ssa_giardia_screening","ghana_ssa_screening","Ghana/SSA Giardia screening profile","Ghana / Sub-Saharan Africa","GH","screening_requires_calibration",0.07,1e+09,1,"University of Ghana scoping review; screening assumption","Legacy ePiE screening value; literature review required","Legacy ePiE screening WWTP removals","https://pure.ug.edu.gh/en/publications/human-giardiasis-in-ghana-a-scoping-review-of-studies-from-2004-t/","giardia","cysts/L","volta"
"P_00052","node","P_00057",0,0.270833333333258,6.09583333333318,1085.21997070312,0.000220226967257695,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"ghana_ssa_giardia_screening","ghana_ssa_screening","Ghana/SSA Giardia screening profile","Ghana / Sub-Saharan Africa","GH","screening_requires_calibration",0.07,1e+09,0,"University of Ghana scoping review; screening assumption","Legacy ePiE screening value; literature review required","Legacy ePiE screening WWTP removals","https://pure.ug.edu.gh/en/publications/human-giardiasis-in-ghana-a-scoping-review-of-studies-from-2004-t/","giardia","cysts/L","volta"
"P_00053","START","Source00026",0,0.404166666666591,6.08712942978234,1085.21997070312,0,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,375.138859603733,NA,NA,NA,NA,"ghana_ssa_giardia_screening","ghana_ssa_screening","Ghana/SSA Giardia screening profile","Ghana / Sub-Saharan Africa","GH","screening_requires_calibration",0.07,1e+09,0,"University of Ghana scoping review; screening assumption","Legacy ePiE screening value; literature review required","Legacy ePiE screening WWTP removals","https://pure.ug.edu.gh/en/publications/human-giardiasis-in-ghana-a-scoping-review-of-studies-from-2004-t/","giardia","cysts/L","volta"
"Source00026","agglomeration","P_00054",0,0.404166672759065,6.08373927995356,1085.21997070312,0.000286512614904827,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,505.984925276229,NA,NA,NA,NA,"ghana_ssa_giardia_screening","ghana_ssa_screening","Ghana/SSA Giardia screening profile","Ghana / Sub-Saharan Africa","GH","screening_requires_calibration",0.07,1e+09,1,"University of Ghana scoping review; screening assumption","Legacy ePiE screening value; literature review required","Legacy ePiE screening WWTP removals","https://pure.ug.edu.gh/en/publications/human-giardiasis-in-ghana-a-scoping-review-of-studies-from-2004-t/","giardia","cysts/L","volta"
"P_00054","node","P_00055",0,0.40416666666659,6.07916666666651,1085.21997070312,0.000286319719910993,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"ghana_ssa_giardia_screening","ghana_ssa_screening","Ghana/SSA Giardia screening profile","Ghana / Sub-Saharan Africa","GH","screening_requires_calibration",0.07,1e+09,0,"University of Ghana scoping review; screening assumption","Legacy ePiE screening value; literature review required","Legacy ePiE screening WWTP removals","https://pure.ug.edu.gh/en/publications/human-giardiasis-in-ghana-a-scoping-review-of-studies-from-2004-t/","giardia","cysts/L","volta"
"P_00055","JNCT","Source00027",0,0.40416666666659,6.07916666666651,1085.21997070312,0.013165786291079,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,296.3784392073,NA,NA,NA,NA,"ghana_ssa_giardia_screening","ghana_ssa_screening","Ghana/SSA Giardia screening profile","Ghana / Sub-Saharan Africa","GH","screening_requires_calibration",0.07,1e+09,0,"University of Ghana scoping review; screening assumption","Legacy ePiE screening value; literature review required","Legacy ePiE screening WWTP removals","https://pure.ug.edu.gh/en/publications/human-giardiasis-in-ghana-a-scoping-review-of-studies-from-2004-t/","giardia","cysts/L","volta"
"Source00027","agglomeration","P_00056",0,0.40684237415306,6.07916668061815,1085.21997070312,0.0131666439238303,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,206.203470666986,NA,NA,NA,NA,"ghana_ssa_giardia_screening","ghana_ssa_screening","Ghana/SSA Giardia screening profile","Ghana / Sub-Saharan Africa","GH","screening_requires_calibration",0.07,1e+09,1,"University of Ghana scoping review; screening assumption","Legacy ePiE screening value; literature review required","Legacy ePiE screening WWTP removals","https://pure.ug.edu.gh/en/publications/human-giardiasis-in-ghana-a-scoping-review-of-studies-from-2004-t/","giardia","cysts/L","volta"
"P_00056","node","P_00142",0,0.408703984453172,6.07916668249471,1085.21997070312,0.0131630306794986,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"ghana_ssa_giardia_screening","ghana_ssa_screening","Ghana/SSA Giardia screening profile","Ghana / Sub-Saharan Africa","GH","screening_requires_calibration",0.07,1e+09,0,"University of Ghana scoping review; screening assumption","Legacy ePiE screening value; literature review required","Legacy ePiE screening WWTP removals","https://pure.ug.edu.gh/en/publications/human-giardiasis-in-ghana-a-scoping-review-of-studies-from-2004-t/","giardia","cysts/L","volta"
"P_00057","JNCT","Source00028",0,0.270833333333258,6.09583333333318,1085.21997070312,0.00544348236509609,NA,NA,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,2051.33695786401,NA,NA,NA,NA,"ghana_ssa_giardia_screening","ghana_ssa_screening","Ghana/SSA Giardia screening profile","Ghana / Sub-Saharan Africa","GH","screening_requires_calibration",0.07,1e+09,0,"University of Ghana scoping review; screening assumption","Legacy ePiE screening value; literature review required","Legacy ePiE screening WWTP removals","https://pure.ug.edu.gh/en/publications/human-giardiasis-in-ghana-a-scoping-review-of-studies-from-2004-t/","giardia","cysts/L","volta"
