"X","Y","L1","ARCID","is_canal","dir","ID","x","y","idx_in_line_seg","ID_nxt","pt_type","loc_ID_tmp","d_nxt","LD2","LD","idx_nxt_tmp","total_population","rptMStateK","uwwLoadEnt","uwwCapacit","uwwPrimary","uwwSeconda","f_STP","canal_id","canal_name","canal_idx","canal_upstream_ids","canal_downstream_ids","canal_upstream_count","canal_downstream_count","canal_pt_type","chainage_m","canal_reach_chainage_m","canal_d_nxt_m","Q_design_m3s","Q_model_m3s","Q_source","Q_source_id","Q_reference_short","Q_reference_url","Q_regime","Q_data_period","Q_season","Q_value_origin","Q_derivation_rule","Q_source_note","HL_ID_new","lake_in","lake_out","node_type","LINKNO","UP_CELLS","UPLAND_SKM","display_pt_type","junction_role","slope","T_AIR","Wind","basin_id"
21.7958333333332,45.8874999999999,11,212422,FALSE,2,"P_00033",21.7958333333332,45.8874999999999,2,"P_00034","node","21.795833_45.8875",2258.7998525729,147133.627127386,147133.627127386,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,"node",NA,4.90999984741211,NA,NA,"bega_rota"
21.8124999999999,45.8708333333332,11,212422,FALSE,1,"P_00034",21.8124999999999,45.8708333333332,3,"P_00035","node","21.8125_45.870833",646.801071371032,144874.827274813,144874.827274813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,"node",NA,1.6599999666214,NA,NA,"bega_rota"
21.8208333333332,45.8708333333332,11,212422,FALSE,4,"P_00035",21.8208333333332,45.8708333333332,4,"P_00153","node","21.820833_45.870833",0,144228.026203442,144228.026203442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,"JNCT","coincident_confluence_node",0.790000021457672,NA,NA,"bega_rota"
21.8291666666665,45.8791666666665,12,212423,FALSE,8,"P_00036",21.8291666666665,45.8791666666665,1,"P_00037","JNCT","21.829167_45.879167",1129.42989882476,145357.456102267,145357.456102267,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,"JNCT","fan_in_receiver",1.74000000953674,NA,NA,"bega_rota"
21.8208333333332,45.8708333333332,12,212423,FALSE,4,"P_00037",21.8208333333332,45.8708333333332,2,"P_00153","node","21.820833_45.870833",0,144228.026203442,144228.026203442,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,"JNCT","coincident_confluence_node",0.790000021457672,NA,NA,"bega_rota"
21.6541666666665,45.9083333333332,13,212540,FALSE,4,"P_00038",21.6541666666665,45.9083333333332,1,"P_00039","START","21.654167_45.908333",2314.75798283068,148835.4173371,148835.4173371,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,"START",NA,5.48999977111816,NA,NA,"bega_rota"
21.6541666666665,45.8874999999999,13,212540,FALSE,2,"P_00039",21.6541666666665,45.8874999999999,2,"P_00040","node","21.654167_45.8875",1129.35496287933,146520.65935427,146520.65935427,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,"node",NA,4.67999982833862,NA,NA,"bega_rota"
21.6624999999999,45.8791666666665,13,212540,FALSE,4,"P_00040",21.6624999999999,45.8791666666665,3,"P_00041","node","21.6625_45.879167",925.900240065274,145391.30439139,145391.30439139,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,"node",NA,5.61999988555908,NA,NA,"bega_rota"
21.6624999999999,45.8708333333332,13,212540,FALSE,2,"P_00041",21.6624999999999,45.8708333333332,4,"P_00042","node","21.6625_45.870833",1129.46439481564,144465.404151325,144465.404151325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,"node",NA,4.05000019073486,NA,NA,"bega_rota"
21.6708333333332,45.8624999999999,13,212540,FALSE,1,"P_00042",21.6708333333332,45.8624999999999,5,"P_00043","node","21.670833_45.8625",646.887605985805,143335.939756509,143335.939756509,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,NA,NA,NA,"node",NA,2.10999989509583,NA,NA,"bega_rota"
